customer_id,recency,frequency,monetary,avg_order_value,customer_lifespan_days,first_purchase_date,last_purchase_date,country
12501,337,1,2169.39,2169.3900000000000000,0,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany
12502,96,5,3723.87,744.7740000000000000,214,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain
12504,19,2,482.05,241.0250000000000000,12,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany
12506,233,1,73.50,73.5000000000000000,0,2011-04-21 08:54:00,2011-04-21 08:54:00,France
12507,135,3,1304.81,434.9366666666666667,164,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain
12508,27,2,397.88,198.9400000000000000,3,2011-11-10 16:27:00,2011-11-13 15:37:00,France
12509,285,1,176.50,176.5000000000000000,0,2011-02-28 14:45:00,2011-02-28 14:45:00,France
12510,143,2,982.57,491.2850000000000000,183,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain
12512,67,2,132.18,66.0900000000000000,0,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel
12513,113,1,612.29,612.2900000000000000,0,2011-08-19 10:51:00,2011-08-19 10:51:00,France
12514,268,1,1017.68,1017.6800000000000000,0,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy
12515,354,1,383.70,383.7000000000000000,0,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy
12516,78,2,1312.06,656.0300000000000000,103,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany
12517,29,5,2481.60,496.3200000000000000,162,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany
12518,1,5,2056.89,411.3780000000000000,110,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany
12519,64,1,330.84,330.8400000000000000,0,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany
12520,80,5,2634.26,526.8520000000000000,194,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany
12521,143,1,599.68,599.6800000000000000,0,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany
12522,40,2,192.72,96.3600000000000000,12,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany
12523,20,11,1789.77,162.7063636363636364,312,2011-01-12 09:43:00,2011-11-20 12:55:00,France
12524,10,8,4485.72,560.7150000000000000,324,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany
12526,1,3,1316.66,438.8866666666666667,94,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany
12527,82,3,348.71,116.2366666666666667,244,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany
12528,10,6,1933.48,322.2466666666666667,303,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany
12530,60,4,1662.28,415.5700000000000000,277,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany
12531,15,1,125.22,125.2200000000000000,0,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany
12532,31,1,349.83,349.8300000000000000,0,2011-11-09 13:47:00,2011-11-09 13:47:00,France
12534,131,1,1089.18,1089.1800000000000000,0,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany
12535,92,2,716.35,358.1750000000000000,95,2011-06-06 12:47:00,2011-09-09 08:48:00,France
12536,44,3,12601.83,4200.6100000000000000,16,2011-10-11 14:52:00,2011-10-27 14:20:00,France
12538,30,1,363.95,363.9500000000000000,0,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain
12539,23,4,5568.35,1392.0875000000000000,311,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain
12540,20,17,13400.24,788.2494117647058824,342,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain
12541,30,3,981.18,327.0600000000000000,251,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain
12544,37,1,372.70,372.7000000000000000,0,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain
12545,76,2,1000.39,500.1950000000000000,184,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain
12546,47,2,1161.50,580.7500000000000000,31,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain
12547,198,2,207.80,103.9000000000000000,83,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain
12548,167,1,95.20,95.2000000000000000,0,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain
12550,80,1,964.83,964.8300000000000000,0,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain
12551,358,1,168.00,168.0000000000000000,0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain
12552,39,2,437.82,218.9100000000000000,1,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy
12553,9,10,3692.28,369.2280000000000000,321,2011-01-14 10:42:00,2011-12-01 16:38:00,France
12556,51,2,599.56,299.7800000000000000,101,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain
12557,17,5,11990.96,2398.1920000000000000,355,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain
12558,8,1,269.96,269.9600000000000000,0,2011-12-02 10:41:00,2011-12-02 10:41:00,USA
12559,311,2,561.71,280.8550000000000000,9,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany
12560,6,3,2134.01,711.3366666666666667,138,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany
12561,303,1,238.85,238.8500000000000000,0,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany
12562,9,7,3781.74,540.2485714285714286,190,2011-05-25 12:44:00,2011-12-01 17:20:00,France
12564,262,1,456.90,456.9000000000000000,0,2011-03-23 14:55:00,2011-03-23 14:55:00,France
12565,289,1,145.92,145.9200000000000000,0,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia
12566,87,1,351.65,351.6500000000000000,0,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany
12567,23,10,9401.28,940.1280000000000000,347,2010-12-05 11:57:00,2011-11-17 11:02:00,France
12569,3,32,4124.69,128.8965625000000000,250,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany
12571,40,2,519.61,259.8050000000000000,82,2011-08-10 12:35:00,2011-10-31 10:19:00,France
12572,9,2,1020.42,510.2100000000000000,43,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany
12573,228,1,160.54,160.5400000000000000,0,2011-04-26 15:52:00,2011-04-26 15:52:00,France
12574,316,1,218.45,218.4500000000000000,0,2011-01-28 09:20:00,2011-01-28 09:20:00,France
12576,36,5,1315.83,263.1660000000000000,269,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland
12577,36,3,626.60,208.8666666666666667,324,2010-12-15 16:21:00,2011-11-04 13:24:00,France
12578,22,2,2794.51,1397.2550000000000000,309,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy
12579,79,1,440.42,440.4200000000000000,0,2011-09-22 17:15:00,2011-09-22 17:15:00,France
12580,247,1,415.70,415.7000000000000000,0,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany
12581,40,1,197.71,197.7100000000000000,0,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany
12582,239,2,511.36,255.6800000000000000,50,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland
12583,3,15,7281.38,485.4253333333333333,371,2010-12-01 08:45:00,2011-12-07 08:07:00,France
12584,4,9,2338.15,259.7944444444444444,277,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy
12585,235,2,2040.10,1020.0500000000000000,117,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany
12586,18,1,196.94,196.9400000000000000,0,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy
12587,8,1,144.00,144.0000000000000000,0,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland
12588,40,1,214.90,214.9000000000000000,0,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland
12589,29,2,646.68,323.3400000000000000,116,2011-07-18 12:05:00,2011-11-11 10:19:00,France
12590,212,2,9864.26,4932.1300000000000000,0,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany
12591,318,1,452.85,452.8500000000000000,0,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy
12592,93,2,437.60,218.8000000000000000,121,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany
12593,109,3,418.10,139.3666666666666667,110,2011-05-05 09:29:00,2011-08-23 12:43:00,France
12594,38,10,3338.22,333.8220000000000000,285,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy
12596,52,2,618.27,309.1350000000000000,191,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain
12597,20,4,3811.22,952.8050000000000000,249,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain
12598,10,8,3023.08,377.8850000000000000,275,2011-02-28 11:58:00,2011-11-30 12:18:00,France
12599,30,7,1032.58,147.5114285714285714,275,2011-02-08 13:28:00,2011-11-10 13:34:00,France
12600,29,10,2599.04,259.9040000000000000,343,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany
12601,190,5,577.06,115.4120000000000000,143,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany
12602,59,1,153.12,153.1200000000000000,0,2011-10-12 11:22:00,2011-10-12 11:22:00,France
12603,22,1,739.20,739.2000000000000000,0,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany
12604,80,2,254.18,127.0900000000000000,182,2011-03-23 12:06:00,2011-09-21 14:08:00,France
12607,61,1,1579.51,1579.5100000000000000,0,2011-10-10 16:06:00,2011-10-10 16:06:00,USA
12609,79,3,1126.85,375.6166666666666667,240,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany
12610,23,5,2099.54,419.9080000000000000,104,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy
12611,53,1,1193.32,1193.3200000000000000,0,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy
12612,75,1,704.04,704.0400000000000000,0,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany
12613,58,5,3344.38,668.8760000000000000,205,2011-03-22 15:42:00,2011-10-13 14:59:00,Germany
12614,278,1,315.60,315.6000000000000000,0,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany
12615,3,4,2291.19,572.7975000000000000,166,2011-06-24 13:35:00,2011-12-07 15:02:00,France
12616,96,2,713.30,356.6500000000000000,202,2011-02-15 14:17:00,2011-09-05 15:17:00,France
12617,30,1,352.98,352.9800000000000000,0,2011-11-10 14:39:00,2011-11-10 14:39:00,France
12618,22,1,177.31,177.3100000000000000,0,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy
12619,17,9,3641.24,404.5822222222222222,237,2011-03-31 13:10:00,2011-11-23 14:52:00,Germany
12620,15,3,1339.41,446.4700000000000000,190,2011-05-19 12:10:00,2011-11-25 10:20:00,France
12621,2,20,13689.67,684.4835000000000000,364,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany
12622,233,1,180.10,180.1000000000000000,0,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany
12623,277,1,305.10,305.1000000000000000,0,2011-03-08 13:50:00,2011-03-08 13:50:00,Germany
12624,107,2,641.13,320.5650000000000000,71,2011-06-15 12:34:00,2011-08-25 15:04:00,France
12625,212,2,2683.82,1341.9100000000000000,108,2011-01-24 13:27:00,2011-05-12 09:54:00,Germany
12626,24,9,6620.48,735.6088888888888889,303,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany
12627,11,7,4478.53,639.7900000000000000,130,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany
12628,5,3,786.46,262.1533333333333333,60,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany
12630,10,2,1270.88,635.4400000000000000,34,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland
12631,58,1,640.50,640.5000000000000000,0,2011-10-13 13:53:00,2011-10-13 13:53:00,Finland
12633,59,4,2163.98,540.9950000000000000,229,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany
12635,90,2,1689.18,844.5900000000000000,65,2011-07-08 08:43:00,2011-09-11 11:04:00,Germany
12637,68,8,6002.90,750.3625000000000000,256,2011-01-20 10:47:00,2011-10-03 13:46:00,France
12638,34,1,671.69,671.6900000000000000,0,2011-11-06 13:11:00,2011-11-06 13:11:00,Sweden
12639,239,1,486.10,486.1000000000000000,0,2011-04-15 12:48:00,2011-04-15 12:48:00,Sweden
12640,24,3,1174.58,391.5266666666666667,58,2011-09-19 12:01:00,2011-11-16 11:52:00,France
12641,116,1,185.90,185.9000000000000000,0,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden
12642,26,3,1013.26,337.7533333333333333,82,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany
12643,129,6,3344.64,557.4400000000000000,204,2011-01-11 11:48:00,2011-08-03 12:56:00,France
12644,130,1,477.91,477.9100000000000000,0,2011-08-02 10:33:00,2011-08-02 10:33:00,Germany
12645,34,4,1775.18,443.7950000000000000,283,2011-01-27 13:08:00,2011-11-06 12:38:00,Germany
12646,5,2,1346.97,673.4850000000000000,45,2011-10-21 12:52:00,2011-12-05 10:14:00,USA
12647,23,12,3722.82,310.2350000000000000,347,2010-12-05 14:02:00,2011-11-17 12:56:00,Germany
12648,155,1,318.05,318.0500000000000000,0,2011-07-08 11:55:00,2011-07-08 11:55:00,Germany
12649,108,3,623.51,207.8366666666666667,105,2011-05-11 14:37:00,2011-08-24 14:41:00,Germany
12650,4,1,314.44,314.4400000000000000,0,2011-12-06 16:34:00,2011-12-06 16:34:00,France
12651,335,1,114.00,114.0000000000000000,0,2011-01-09 12:46:00,2011-01-09 12:46:00,France
12652,332,1,919.98,919.9800000000000000,0,2011-01-12 15:00:00,2011-01-12 15:00:00,France
12653,149,2,2209.85,1104.9250000000000000,148,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel
12654,11,5,601.98,120.3960000000000000,285,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany
12656,18,5,4051.17,810.2340000000000000,216,2011-04-20 09:20:00,2011-11-22 13:42:00,France
12657,12,4,1643.18,410.7950000000000000,67,2011-09-22 11:40:00,2011-11-28 15:47:00,France
12658,19,1,686.05,686.0500000000000000,0,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany
12659,30,1,91.68,91.6800000000000000,0,2011-11-10 11:53:00,2011-11-10 11:53:00,France
12660,12,1,245.10,245.1000000000000000,0,2011-11-28 13:26:00,2011-11-28 13:26:00,France
12662,1,11,3849.78,349.9800000000000000,373,2010-12-01 13:04:00,2011-12-09 11:59:00,Germany
12664,9,9,4881.88,542.4311111111111111,314,2011-01-21 11:42:00,2011-12-01 17:07:00,Finland
12665,325,1,63.00,63.0000000000000000,0,2011-01-19 08:34:00,2011-01-19 08:34:00,Germany
12667,59,1,620.13,620.1300000000000000,0,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland
12668,12,4,3807.15,951.7875000000000000,344,2010-12-19 12:46:00,2011-11-28 10:56:00,Germany
12669,151,3,2744.03,914.6766666666666667,106,2011-03-28 10:15:00,2011-07-12 09:54:00,France
