customer_id,recency,frequency,monetary,avg_order_value,customer_lifespan_days,first_purchase_date,last_purchase_date,country,cluster,segment,historical_customer_value,annualized_historical_value
12402,324,1,225.6,225.6,0,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,2,At-Risk/Dormant Customers,225.6,225.6
12403,50,1,427.7,427.7,0,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,0,Recent/Emerging Customers,427.7,427.7
12405,149,1,1710.39,1710.39,0,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,2,At-Risk/Dormant Customers,1710.39,1710.39
12406,23,2,3415.3,1707.65,161,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,1,Loyal Customers,3415.3,7742.760869565218
12407,50,5,1708.12,341.624,215,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,1,Loyal Customers,1708.12,2899.8316279069763
12408,33,5,2888.55,577.71,228,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,1,Loyal Customers,2888.55,4624.213815789474
12409,79,3,11072.67,3690.89,104,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,1,Loyal Customers,11072.67,38860.81298076923
12410,309,2,693.33,346.665,0,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,2,At-Risk/Dormant Customers,693.33,693.33
12412,75,3,1226.88,408.96,95,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,1,Loyal Customers,1226.88,4713.802105263158
12413,67,3,758.1,252.7,271,2011-01-06 16:12:00,2011-10-04 09:00:00,France,1,Loyal Customers,758.1,1021.0571955719557
12414,218,3,562.41,187.47,93,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,2,At-Risk/Dormant Customers,562.41,2207.308064516129
12415,25,21,124914.53,5948.310952380952,313,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,3,Champions,124914.53,145667.1036741214
12417,4,9,3649.1,405.4555555555556,354,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,3,Champions,3649.1,3762.49011299435
12418,113,1,668.58,668.58,0,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,2,At-Risk/Dormant Customers,668.58,668.58
12420,64,1,600.39,600.39,0,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,2,At-Risk/Dormant Customers,600.39,600.39
12421,16,4,807.04,201.76,304,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,1,Loyal Customers,807.04,968.9789473684209
12422,96,3,803.56,267.8533333333333,229,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,1,Loyal Customers,803.56,1280.783406113537
12423,1,8,1859.31,232.41375,353,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,3,Champions,1859.31,1922.516005665722
12424,163,2,1760.96,880.48,0,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,1,Loyal Customers,1760.96,1760.96
12425,79,1,777.2,777.2,0,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,2,At-Risk/Dormant Customers,777.2,777.2
12426,195,1,582.73,582.73,0,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,2,At-Risk/Dormant Customers,582.73,582.73
12427,22,3,825.8,275.26666666666665,350,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,1,Loyal Customers,825.8,861.1914285714286
12428,26,9,7956.46,884.051111111111,258,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,3,Champions,7956.46,11256.232170542637
12429,10,4,3750.4,937.6,356,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,3,Champions,3750.4,3845.213483146067
12430,44,1,256.4,256.4,0,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0,Recent/Emerging Customers,256.4,256.4
12431,36,15,6419.95,427.9966666666666,338,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,3,Champions,6419.95,6932.786242603551
12432,43,5,5059.32,1011.864,130,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,1,Loyal Customers,5059.32,14205.013846153844
12433,1,7,13375.87,1910.8385714285716,373,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,3,Champions,13375.87,13088.988069705094
12434,85,2,806.14,403.07,176,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,1,Loyal Customers,806.14,1671.8244318181817
12435,80,2,7829.89,3914.945,188,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,1,Loyal Customers,7829.89,15201.648138297873
12436,100,1,509.01,509.01,0,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,2,At-Risk/Dormant Customers,509.01,509.01
12437,2,18,4951.41,275.0783333333333,330,2011-01-12 14:13:00,2011-12-08 11:35:00,France,3,Champions,4951.41,5476.559545454545
12438,15,2,2906.85,1453.425,126,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,1,Loyal Customers,2906.85,8420.636904761905
12441,367,1,173.55,173.55,0,2010-12-08 10:45:00,2010-12-08 10:45:00,France,2,At-Risk/Dormant Customers,173.55,173.55
12442,4,1,172.06,172.06,0,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0,Recent/Emerging Customers,172.06,172.06
12444,22,5,5005.46,1001.092,150,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,1,Loyal Customers,5005.46,12179.952666666666
12445,23,1,133.4,133.4,0,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0,Recent/Emerging Customers,133.4,133.4
12446,58,1,1002.31,1002.31,0,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0,Recent/Emerging Customers,1002.31,1002.31
12447,244,1,476.49,476.49,0,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,2,At-Risk/Dormant Customers,476.49,476.49
12448,45,1,449.45,449.45,0,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0,Recent/Emerging Customers,449.45,449.45
12449,23,4,4067.29,1016.8225,165,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,1,Loyal Customers,4067.29,8997.338484848484
12450,157,2,197.88,98.94,17,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,2,At-Risk/Dormant Customers,197.88,197.88
12451,11,5,9035.52,1807.104,314,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,3,Champions,9035.52,10503.07261146497
12452,17,2,430.57,215.285,0,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0,Recent/Emerging Customers,430.57,430.57
12453,135,1,707.09,707.09,0,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,2,At-Risk/Dormant Customers,707.09,707.09
12454,57,1,3528.34,3528.34,0,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,1,Loyal Customers,3528.34,3528.34
12455,74,6,2466.86,411.14333333333326,223,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,1,Loyal Customers,2466.86,4037.685650224216
12456,45,3,3181.04,1060.3466666666666,210,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,1,Loyal Customers,3181.04,5528.950476190476
12457,67,7,2363.23,337.60428571428565,173,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,1,Loyal Customers,2363.23,4986.00549132948
12458,72,2,947.4,473.7,213,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,1,Loyal Customers,947.4,1623.4788732394366
12461,95,2,826.88,413.44,60,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,1,Loyal Customers,826.88,5030.1866666666665
12462,19,2,1189.59,594.795,285,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,0,Recent/Emerging Customers,1189.59,1523.5099999999998
12463,54,4,1344.78,336.195,188,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,1,Loyal Customers,1344.78,2610.876063829787
12464,11,8,1212.05,151.50625,299,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,3,Champions,1212.05,1479.5928093645484
12465,18,2,742.19,371.095,152,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,0,Recent/Emerging Customers,742.19,1782.2325657894737
12468,188,2,729.54,364.77,129,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,2,At-Risk/Dormant Customers,729.54,2064.202325581395
12471,3,30,19788.65,659.6216666666667,362,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,3,Champions,19788.65,19952.644337016576
12472,33,7,6572.11,938.8728571428572,337,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,3,Champions,6572.11,7118.160682492581
12473,30,5,3928.05,785.61,162,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,1,Loyal Customers,3928.05,8850.236111111111
12474,18,18,7324.09,406.89388888888885,312,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,3,Champions,7324.09,8568.246314102566
12475,54,1,723.38,723.38,0,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0,Recent/Emerging Customers,723.38,723.38
12476,16,11,6816.42,619.6745454545455,346,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,3,Champions,6816.42,7190.732080924855
12477,23,6,13219.74,2203.29,279,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,3,Champions,13219.74,17294.641935483873
12478,4,1,680.99,680.99,0,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0,Recent/Emerging Customers,680.99,680.99
12479,12,1,527.2,527.2,0,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0,Recent/Emerging Customers,527.2,527.2
12480,29,4,3281.63,820.4075,308,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,1,Loyal Customers,3281.63,3888.944642857143
12481,23,10,5579.82,557.982,343,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,3,Champions,5579.82,5937.709329446064
12483,18,8,2484.98,310.6225,322,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,3,Champions,2484.98,2816.825155279503
12484,33,6,4527.32,754.5533333333333,304,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,1,Loyal Customers,4527.32,5435.762499999999
12488,10,3,1298.66,432.88666666666666,66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,0,Recent/Emerging Customers,1298.66,7181.983333333334
12489,337,1,334.93,334.93,0,2011-01-07 13:13:00,2011-01-07 13:13:00,France,2,At-Risk/Dormant Customers,334.93,334.93
12490,6,10,5417.93,541.793,324,2011-01-14 09:13:00,2011-12-04 16:07:00,France,3,Champions,5417.93,6103.53225308642
12491,39,1,460.4,460.4,0,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0,Recent/Emerging Customers,460.4,460.4
12492,64,2,263.21,131.605,42,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,2,At-Risk/Dormant Customers,263.21,2287.420238095238
12493,166,2,433.74,216.87,32,2011-05-26 14:53:00,2011-06-27 10:17:00,France,2,At-Risk/Dormant Customers,433.74,4947.346875
12494,16,7,1246.1,178.01428571428573,350,2010-12-09 11:31:00,2011-11-24 09:34:00,France,1,Loyal Customers,1246.1,1299.5042857142857
12497,82,1,1043.1,1043.1,0,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,2,At-Risk/Dormant Customers,1043.1,1043.1
12498,22,3,403.7,134.56666666666666,36,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,0,Recent/Emerging Customers,403.7,4093.0694444444443
12500,24,11,4257.82,387.0745454545455,310,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,3,Champions,4257.82,5013.239677419355
12501,337,1,2169.39,2169.39,0,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,2,At-Risk/Dormant Customers,2169.39,2169.39
12502,96,5,3723.87,744.774,214,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,1,Loyal Customers,3723.87,6351.460514018691
12504,19,2,482.05,241.025,12,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,0,Recent/Emerging Customers,482.05,482.05
12506,233,1,73.5,73.5,0,2011-04-21 08:54:00,2011-04-21 08:54:00,France,2,At-Risk/Dormant Customers,73.5,73.5
12507,135,3,1304.81,434.93666666666667,164,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,1,Loyal Customers,1304.81,2903.9978658536584
12508,27,2,397.88,198.94,3,2011-11-10 16:27:00,2011-11-13 15:37:00,France,0,Recent/Emerging Customers,397.88,397.88
12509,285,1,176.5,176.5,0,2011-02-28 14:45:00,2011-02-28 14:45:00,France,2,At-Risk/Dormant Customers,176.5,176.5
12510,143,2,982.57,491.285,183,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,2,At-Risk/Dormant Customers,982.57,1959.7707650273226
12512,67,2,132.18,66.09,0,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,2,At-Risk/Dormant Customers,132.18,132.18
12513,113,1,612.29,612.29,0,2011-08-19 10:51:00,2011-08-19 10:51:00,France,2,At-Risk/Dormant Customers,612.29,612.29
12514,268,1,1017.68,1017.68,0,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,2,At-Risk/Dormant Customers,1017.68,1017.68
12515,354,1,383.7,383.7,0,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,2,At-Risk/Dormant Customers,383.7,383.7
12516,78,2,1312.06,656.03,103,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,1,Loyal Customers,1312.06,4649.533009708738
12517,29,5,2481.6,496.32,162,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,1,Loyal Customers,2481.6,5591.259259259258
12518,1,5,2056.89,411.378,110,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,3,Champions,2056.89,6825.135
12519,64,1,330.84,330.84,0,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,2,At-Risk/Dormant Customers,330.84,330.84
12520,80,5,2634.26,526.852,194,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,1,Loyal Customers,2634.26,4956.210824742268
12521,143,1,599.68,599.68,0,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,2,At-Risk/Dormant Customers,599.68,599.68
12522,40,2,192.72,96.36,12,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,0,Recent/Emerging Customers,192.72,192.72
12523,20,11,1789.77,162.70636363636365,312,2011-01-12 09:43:00,2011-11-20 12:55:00,France,3,Champions,1789.77,2093.8014423076925
12524,10,8,4485.72,560.715,324,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,3,Champions,4485.72,5053.357407407408
12526,1,3,1316.66,438.88666666666666,94,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,0,Recent/Emerging Customers,1316.66,5112.562765957447
12527,82,3,348.71,116.23666666666666,244,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,2,At-Risk/Dormant Customers,348.71,521.6358606557377
12528,10,6,1933.48,322.2466666666666,303,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,3,Champions,1933.48,2329.109570957096
12530,60,4,1662.28,415.57,277,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,1,Loyal Customers,1662.28,2190.368953068592
12531,15,1,125.22,125.22,0,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,0,Recent/Emerging Customers,125.22,125.22
12532,31,1,349.83,349.83,0,2011-11-09 13:47:00,2011-11-09 13:47:00,France,0,Recent/Emerging Customers,349.83,349.83
12534,131,1,1089.18,1089.18,0,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,2,At-Risk/Dormant Customers,1089.18,1089.18
12535,92,2,716.35,358.175,95,2011-06-06 12:47:00,2011-09-09 08:48:00,France,2,At-Risk/Dormant Customers,716.35,2752.2921052631577
12536,44,3,12601.83,4200.61,16,2011-10-11 14:52:00,2011-10-27 14:20:00,France,1,Loyal Customers,12601.83,12601.83
12538,30,1,363.95,363.95,0,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,0,Recent/Emerging Customers,363.95,363.95
12539,23,4,5568.35,1392.0875,311,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,1,Loyal Customers,5568.35,6535.201768488747
12540,20,17,13400.24,788.2494117647059,342,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,3,Champions,13400.24,14301.425730994151
12541,30,3,981.18,327.06,251,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,1,Loyal Customers,981.18,1426.8155378486056
12544,37,1,372.7,372.7,0,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,0,Recent/Emerging Customers,372.7,372.7
12545,76,2,1000.39,500.195,184,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,1,Loyal Customers,1000.39,1984.4692934782609
12546,47,2,1161.5,580.75,31,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,1,Loyal Customers,1161.5,13675.725806451612
12547,198,2,207.8,103.9,83,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,2,At-Risk/Dormant Customers,207.8,913.8192771084337
12548,167,1,95.2,95.2,0,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,2,At-Risk/Dormant Customers,95.2,95.2
12550,80,1,964.83,964.83,0,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,2,At-Risk/Dormant Customers,964.83,964.83
12551,358,1,168.0,168.0,0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,2,At-Risk/Dormant Customers,168.0,168.0
12552,39,2,437.82,218.91,1,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,0,Recent/Emerging Customers,437.82,437.82
12553,9,10,3692.28,369.228,321,2011-01-14 10:42:00,2011-12-01 16:38:00,France,3,Champions,3692.28,4198.386915887851
12556,51,2,599.56,299.78,101,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,0,Recent/Emerging Customers,599.56,2166.726732673267
12557,17,5,11990.96,2398.192,355,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,3,Champions,11990.96,12328.73352112676
12558,8,1,269.96,269.96,0,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,0,Recent/Emerging Customers,269.96,269.96
12559,311,2,561.71,280.855,9,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,2,At-Risk/Dormant Customers,561.71,561.71
12560,6,3,2134.01,711.3366666666666,138,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,1,Loyal Customers,2134.01,5644.301811594204
12561,303,1,238.85,238.85,0,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,2,At-Risk/Dormant Customers,238.85,238.85
12562,9,7,3781.74,540.2485714285714,190,2011-05-25 12:44:00,2011-12-01 17:20:00,France,3,Champions,3781.74,7264.921578947368
12564,262,1,456.9,456.9,0,2011-03-23 14:55:00,2011-03-23 14:55:00,France,2,At-Risk/Dormant Customers,456.9,456.9
12565,289,1,145.92,145.92,0,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,2,At-Risk/Dormant Customers,145.92,145.92
12566,87,1,351.65,351.65,0,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,2,At-Risk/Dormant Customers,351.65,351.65
12567,23,10,9401.28,940.128,347,2010-12-05 11:57:00,2011-11-17 11:02:00,France,3,Champions,9401.28,9888.954466858791
12569,3,32,4124.69,128.8965625,250,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,3,Champions,4124.69,6022.0473999999995
12571,40,2,519.61,259.805,82,2011-08-10 12:35:00,2011-10-31 10:19:00,France,0,Recent/Emerging Customers,519.61,2312.8981707317075
12572,9,2,1020.42,510.21,43,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,0,Recent/Emerging Customers,1020.42,8661.70465116279
12573,228,1,160.54,160.54,0,2011-04-26 15:52:00,2011-04-26 15:52:00,France,2,At-Risk/Dormant Customers,160.54,160.54
12574,316,1,218.45,218.45,0,2011-01-28 09:20:00,2011-01-28 09:20:00,France,2,At-Risk/Dormant Customers,218.45,218.45
12576,36,5,1315.83,263.166,269,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland,1,Loyal Customers,1315.83,1785.4198884758364
12577,36,3,626.6,208.86666666666665,324,2010-12-15 16:21:00,2011-11-04 13:24:00,France,1,Loyal Customers,626.6,705.8919753086419
12578,22,2,2794.51,1397.255,309,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy,1,Loyal Customers,2794.51,3300.958414239483
12579,79,1,440.42,440.42,0,2011-09-22 17:15:00,2011-09-22 17:15:00,France,2,At-Risk/Dormant Customers,440.42,440.42
12580,247,1,415.7,415.7,0,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany,2,At-Risk/Dormant Customers,415.7,415.7
12581,40,1,197.71,197.71,0,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany,0,Recent/Emerging Customers,197.71,197.71
12582,239,2,511.36,255.68,50,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,2,At-Risk/Dormant Customers,511.36,3732.928
12583,3,15,7281.38,485.4253333333333,371,2010-12-01 08:45:00,2011-12-07 08:07:00,France,3,Champions,7281.38,7163.621832884098
12584,4,9,2338.15,259.7944444444444,277,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,3,Champions,2338.15,3080.9557761732854
12585,235,2,2040.1,1020.05,117,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,1,Loyal Customers,2040.1,6364.414529914529
12586,18,1,196.94,196.94,0,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,0,Recent/Emerging Customers,196.94,196.94
