customer_id,recency,frequency,monetary,avg_order_value,customer_lifespan_days,first_purchase_date,last_purchase_date,country,Cluster,CLV,Segment
12379,82,2,852.24,426.12,89,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,0,207.80646575342465,Potential Customers
12380,22,4,2724.81,681.2025,164,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,0,1224.2981917808218,Potential Customers
12381,5,5,1845.31,369.062,115,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,0,581.3990410958903,Potential Customers
12383,185,5,1850.56,370.112,168,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,1,851.7646027397261,At Risk Customers
12384,29,2,585.27,292.635,93,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,0,149.1235890410959,Potential Customers
12386,338,2,401.9,200.95,29,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,1,31.93178082191781,At Risk Customers
12388,16,6,2780.66,463.44333333333327,311,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,0,2369.2746849315067,Potential Customers
12390,80,1,549.84,549.84,0,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,0,0.0,Potential Customers
12391,22,1,439.66,439.66,0,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,0,0.0,Potential Customers
12393,73,4,1582.6,395.65,260,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,0,1127.331506849315,Potential Customers
12394,64,2,1272.48,636.24,154,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,0,536.8819726027397,Potential Customers
12395,20,12,3018.63,251.5525,352,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,0,2911.117150684932,Potential Customers
12397,36,2,2409.9,1204.95,100,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,0,660.2465753424657,Potential Customers
12398,46,1,1635.66,1635.66,0,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,0,0.0,Potential Customers
12399,120,4,1108.65,277.1625,142,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,0,431.3104109589042,Potential Customers
12401,304,1,84.3,84.3,0,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,1,0.0,At Risk Customers
12402,324,1,225.6,225.6,0,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,1,0.0,At Risk Customers
12403,50,1,427.7,427.7,0,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,0,0.0,Potential Customers
12405,149,1,1710.39,1710.39,0,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,1,0.0,At Risk Customers
12406,23,2,3415.3,1707.65,161,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,0,1506.4747945205481,Potential Customers
12407,50,5,1708.12,341.624,215,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,0,1006.1528767123289,Potential Customers
12408,33,5,2888.55,577.71,228,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,0,1804.3545205479452,Potential Customers
12409,79,3,11072.67,3690.89,104,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,0,3154.9525479452054,Potential Customers
12410,309,2,693.33,346.665,0,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,1,0.0,At Risk Customers
12412,75,3,1226.88,408.96,95,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,0,319.3249315068493,Potential Customers
12413,67,3,758.1,252.7,271,2011-01-06 16:12:00,2011-10-04 09:00:00,France,0,562.8632876712328,Potential Customers
12414,218,3,562.41,187.47,93,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,1,143.29898630136987,At Risk Customers
12415,25,21,124914.53,5948.310952380952,313,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,2,107118.48736986301,Champions
12417,4,9,3649.1,405.4555555555556,354,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,0,3539.1271232876716,Potential Customers
12418,113,1,668.58,668.58,0,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,0,0.0,Potential Customers
12420,64,1,600.39,600.39,0,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0,0.0,Potential Customers
12421,16,4,807.04,201.76,304,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,0,672.1648219178082,Potential Customers
12422,96,3,803.56,267.8533333333333,229,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,0,504.1513424657534,Potential Customers
12423,1,8,1859.31,232.41375,353,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,0,1798.182,Potential Customers
12424,163,2,1760.96,880.48,0,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,1,0.0,At Risk Customers
12425,79,1,777.2,777.2,0,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0,0.0,Potential Customers
12426,195,1,582.73,582.73,0,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,1,0.0,At Risk Customers
12427,22,3,825.8,275.26666666666665,350,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,0,791.8630136986301,Potential Customers
12428,26,9,7956.46,884.051111111111,258,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,0,5624.0183013698625,Potential Customers
12429,10,4,3750.4,937.6,356,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,0,3657.924383561644,Potential Customers
12430,44,1,256.4,256.4,0,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0,0.0,Potential Customers
12431,36,15,6419.95,427.9966666666666,338,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,3,5945.049589041095,Loyal Customers
12432,43,5,5059.32,1011.864,130,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,0,1801.9495890410956,Potential Customers
12433,1,7,13375.87,1910.8385714285716,373,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,0,13669.039753424657,Potential Customers
12434,85,2,806.14,403.07,176,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,0,388.71408219178085,Potential Customers
12435,80,2,7829.89,3914.945,188,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,0,4032.9296438356164,Potential Customers
12436,100,1,509.01,509.01,0,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,0,0.0,Potential Customers
12437,2,18,4951.41,275.0783333333333,330,2011-01-12 14:13:00,2011-12-08 11:35:00,France,3,4476.6172602739725,Loyal Customers
12438,15,2,2906.85,1453.425,126,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,0,1003.4605479452056,Potential Customers
12441,367,1,173.55,173.55,0,2010-12-08 10:45:00,2010-12-08 10:45:00,France,1,0.0,At Risk Customers
12442,4,1,172.06,172.06,0,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0,0.0,Potential Customers
12444,22,5,5005.46,1001.092,150,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,0,2057.0383561643835,Potential Customers
12445,23,1,133.4,133.4,0,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0,0.0,Potential Customers
12446,58,1,1002.31,1002.31,0,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0,0.0,Potential Customers
12447,244,1,476.49,476.49,0,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,1,0.0,At Risk Customers
12448,45,1,449.45,449.45,0,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0,0.0,Potential Customers
12449,23,4,4067.29,1016.8225,165,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,0,1838.6379452054794,Potential Customers
12450,157,2,197.88,98.94,17,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,1,9.216328767123288,At Risk Customers
12451,11,5,9035.52,1807.104,314,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,0,7773.022684931508,Potential Customers
12452,17,2,430.57,215.285,0,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0,0.0,Potential Customers
12453,135,1,707.09,707.09,0,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,0,0.0,Potential Customers
12454,57,1,3528.34,3528.34,0,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,0,0.0,Potential Customers
12455,74,6,2466.86,411.14333333333326,223,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,0,1507.1500821917807,Potential Customers
12456,45,3,3181.04,1060.3466666666666,210,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,0,1830.1873972602739,Potential Customers
12457,67,7,2363.23,337.60428571428565,173,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,0,1120.1062739726026,Potential Customers
12458,72,2,947.4,473.7,213,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,0,552.8663013698631,Potential Customers
12461,95,2,826.88,413.44,60,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,0,135.9254794520548,Potential Customers
12462,19,2,1189.59,594.795,285,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,0,928.8579452054794,Potential Customers
12463,54,4,1344.78,336.195,188,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,0,692.653808219178,Potential Customers
12464,11,8,1212.05,151.50625,299,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,0,992.8847945205479,Potential Customers
12465,18,2,742.19,371.095,152,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,0,309.07638356164387,Potential Customers
12468,188,2,729.54,364.77,129,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,1,257.8374246575342,At Risk Customers
12471,3,30,19788.65,659.6216666666667,362,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,3,19626.003561643836,Loyal Customers
12472,33,7,6572.11,938.8728571428572,337,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,0,6067.9481369863015,Potential Customers
12473,30,5,3928.05,785.61,162,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,0,1743.408493150685,Potential Customers
12474,18,18,7324.09,406.89388888888885,312,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,3,6260.592,Loyal Customers
12475,54,1,723.38,723.38,0,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0,0.0,Potential Customers
12476,16,11,6816.42,619.6745454545455,346,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,0,6461.592657534247,Potential Customers
12477,23,6,13219.74,2203.29,279,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,0,10104.95194520548,Potential Customers
12478,4,1,680.99,680.99,0,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0,0.0,Potential Customers
12479,12,1,527.2,527.2,0,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0,0.0,Potential Customers
12480,29,4,3281.63,820.4075,308,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,0,2769.156273972603,Potential Customers
12481,23,10,5579.82,557.982,343,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,0,5243.502082191781,Potential Customers
12483,18,8,2484.98,310.6225,322,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,0,2192.228931506849,Potential Customers
12484,33,6,4527.32,754.5533333333333,304,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,0,3770.6993972602736,Potential Customers
12488,10,3,1298.66,432.88666666666666,66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,0,234.8261917808219,Potential Customers
12489,337,1,334.93,334.93,0,2011-01-07 13:13:00,2011-01-07 13:13:00,France,1,0.0,At Risk Customers
12490,6,10,5417.93,541.793,324,2011-01-14 09:13:00,2011-12-04 16:07:00,France,0,4809.340602739727,Potential Customers
12491,39,1,460.4,460.4,0,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0,0.0,Potential Customers
12492,64,2,263.21,131.605,42,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,0,30.28717808219178,Potential Customers
12493,166,2,433.74,216.87,32,2011-05-26 14:53:00,2011-06-27 10:17:00,France,1,38.0265205479452,At Risk Customers
12494,16,7,1246.1,178.01428571428573,350,2010-12-09 11:31:00,2011-11-24 09:34:00,France,0,1194.890410958904,Potential Customers
12497,82,1,1043.1,1043.1,0,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,0,0.0,Potential Customers
12498,22,3,403.7,134.56666666666666,36,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,0,39.81698630136986,Potential Customers
12500,24,11,4257.82,387.0745454545455,310,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,0,3616.2306849315073,Potential Customers
12501,337,1,2169.39,2169.39,0,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,1,0.0,At Risk Customers
12502,96,5,3723.87,744.774,214,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,0,2183.310082191781,Potential Customers
12504,19,2,482.05,241.025,12,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,0,15.848219178082191,Potential Customers
12506,233,1,73.5,73.5,0,2011-04-21 08:54:00,2011-04-21 08:54:00,France,1,0.0,At Risk Customers
12507,135,3,1304.81,434.93666666666667,164,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,0,586.270794520548,Potential Customers
12508,27,2,397.88,198.94,3,2011-11-10 16:27:00,2011-11-13 15:37:00,France,0,3.2702465753424654,Potential Customers
12509,285,1,176.5,176.5,0,2011-02-28 14:45:00,2011-02-28 14:45:00,France,1,0.0,At Risk Customers
12510,143,2,982.57,491.285,183,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,0,492.63098630136994,Potential Customers
12512,67,2,132.18,66.09,0,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,0,0.0,Potential Customers
12513,113,1,612.29,612.29,0,2011-08-19 10:51:00,2011-08-19 10:51:00,France,0,0.0,Potential Customers
12514,268,1,1017.68,1017.68,0,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,1,0.0,At Risk Customers
12515,354,1,383.7,383.7,0,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,1,0.0,At Risk Customers
12516,78,2,1312.06,656.03,103,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,0,370.2525479452055,Potential Customers
12517,29,5,2481.6,496.32,162,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,0,1101.4224657534246,Potential Customers
12518,1,5,2056.89,411.378,110,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,0,619.8846575342465,Potential Customers
12519,64,1,330.84,330.84,0,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,0,0.0,Potential Customers
12520,80,5,2634.26,526.852,194,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,0,1400.1272328767122,Potential Customers
12521,143,1,599.68,599.68,0,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,0,0.0,Potential Customers
12522,40,2,192.72,96.36,12,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,0,6.335999999999999,Potential Customers
12523,20,11,1789.77,162.70636363636365,312,2011-01-12 09:43:00,2011-11-20 12:55:00,France,0,1529.8855890410962,Potential Customers
12524,10,8,4485.72,560.715,324,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,0,3981.8446027397263,Potential Customers
12526,1,3,1316.66,438.88666666666666,94,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,0,339.08504109589035,Potential Customers
12527,82,3,348.71,116.23666666666666,244,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,0,233.11024657534247,Potential Customers
12528,10,6,1933.48,322.2466666666666,303,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,0,1605.0532602739722,Potential Customers
12530,60,4,1662.28,415.57,277,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,0,1261.5111232876711,Potential Customers
12531,15,1,125.22,125.22,0,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,0,0.0,Potential Customers
12532,31,1,349.83,349.83,0,2011-11-09 13:47:00,2011-11-09 13:47:00,France,0,0.0,Potential Customers
12534,131,1,1089.18,1089.18,0,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,0,0.0,Potential Customers
12535,92,2,716.35,358.175,95,2011-06-06 12:47:00,2011-09-09 08:48:00,France,0,186.4472602739726,Potential Customers
12536,44,3,12601.83,4200.61,16,2011-10-11 14:52:00,2011-10-27 14:20:00,France,0,552.4089863013697,Potential Customers
12538,30,1,363.95,363.95,0,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,0,0.0,Potential Customers
12539,23,4,5568.35,1392.0875,311,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,0,4744.539315068494,Potential Customers
12540,20,17,13400.24,788.2494117647059,342,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,3,12555.841315068494,Loyal Customers
12541,30,3,981.18,327.06,251,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,0,674.7292602739726,Potential Customers
12544,37,1,372.7,372.7,0,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,0,0.0,Potential Customers
12545,76,2,1000.39,500.195,184,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,0,504.30619178082196,Potential Customers
12546,47,2,1161.5,580.75,31,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,0,98.64794520547945,Potential Customers
12547,198,2,207.8,103.9,83,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,1,47.25315068493151,At Risk Customers
12548,167,1,95.2,95.2,0,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,1,0.0,At Risk Customers
12550,80,1,964.83,964.83,0,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,0,0.0,Potential Customers
12551,358,1,168.0,168.0,0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,1,0.0,At Risk Customers
12552,39,2,437.82,218.91,1,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,0,1.1995068493150685,Potential Customers
12553,9,10,3692.28,369.228,321,2011-01-14 10:42:00,2011-12-01 16:38:00,France,0,3247.1832328767127,Potential Customers
12556,51,2,599.56,299.78,101,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,0,165.90564383561642,Potential Customers
12557,17,5,11990.96,2398.192,355,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,0,11662.440547945205,Potential Customers
12558,8,1,269.96,269.96,0,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,0,0.0,Potential Customers
12559,311,2,561.71,280.855,9,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,1,13.850383561643836,At Risk Customers
12560,6,3,2134.01,711.3366666666666,138,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,0,806.8311780821917,Potential Customers
12561,303,1,238.85,238.85,0,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,1,0.0,At Risk Customers
12562,9,7,3781.74,540.2485714285714,190,2011-05-25 12:44:00,2011-12-01 17:20:00,France,0,1968.5769863013697,Potential Customers
12564,262,1,456.9,456.9,0,2011-03-23 14:55:00,2011-03-23 14:55:00,France,1,0.0,At Risk Customers
12565,289,1,145.92,145.92,0,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,1,0.0,At Risk Customers
12566,87,1,351.65,351.65,0,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,0,0.0,Potential Customers
12567,23,10,9401.28,940.128,347,2010-12-05 11:57:00,2011-11-17 11:02:00,France,0,8937.655232876712,Potential Customers
12569,3,32,4124.69,128.8965625,250,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,3,2825.130136986301,Loyal Customers
12571,40,2,519.61,259.805,82,2011-08-10 12:35:00,2011-10-31 10:19:00,France,0,116.73430136986302,Potential Customers
12572,9,2,1020.42,510.21,43,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,0,120.21386301369863,Potential Customers
12573,228,1,160.54,160.54,0,2011-04-26 15:52:00,2011-04-26 15:52:00,France,1,0.0,At Risk Customers
12574,316,1,218.45,218.45,0,2011-01-28 09:20:00,2011-01-28 09:20:00,France,1,0.0,At Risk Customers
12576,36,5,1315.83,263.166,269,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland,0,969.7486849315068,Potential Customers
12577,36,3,626.6,208.86666666666665,324,2010-12-15 16:21:00,2011-11-04 13:24:00,France,0,556.2147945205479,Potential Customers
12578,22,2,2794.51,1397.255,309,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy,0,2365.7632602739727,Potential Customers
12579,79,1,440.42,440.42,0,2011-09-22 17:15:00,2011-09-22 17:15:00,France,0,0.0,Potential Customers
12580,247,1,415.7,415.7,0,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany,1,0.0,At Risk Customers
12581,40,1,197.71,197.71,0,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany,0,0.0,Potential Customers
12582,239,2,511.36,255.68,50,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,1,70.04931506849314,At Risk Customers
12583,3,15,7281.38,485.4253333333333,371,2010-12-01 08:45:00,2011-12-07 08:07:00,France,3,7401.073917808218,Loyal Customers
12584,4,9,2338.15,259.7944444444444,277,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,0,1774.4316438356161,Potential Customers
12585,235,2,2040.1,1020.05,117,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,1,653.9498630136986,At Risk Customers
12586,18,1,196.94,196.94,0,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,0,0.0,Potential Customers
12587,8,1,144.0,144.0,0,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland,0,0.0,Potential Customers
12588,40,1,214.9,214.9,0,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland,0,0.0,Potential Customers
12589,29,2,646.68,323.34,116,2011-07-18 12:05:00,2011-11-11 10:19:00,France,0,205.5202191780822,Potential Customers
12590,212,2,9864.26,4932.13,0,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,1,0.0,At Risk Customers
12591,318,1,452.85,452.85,0,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy,1,0.0,At Risk Customers
12592,93,2,437.6,218.8,121,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany,0,145.067397260274,Potential Customers
12593,109,3,418.1,139.36666666666665,110,2011-05-05 09:29:00,2011-08-23 12:43:00,France,0,126.00273972602736,Potential Customers
12594,38,10,3338.22,333.822,285,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy,0,2606.5553424657537,Potential Customers
12596,52,2,618.27,309.135,191,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain,0,323.53306849315067,Potential Customers
12597,20,4,3811.22,952.805,249,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain,0,2599.982958904109,Potential Customers
12598,10,8,3023.08,377.885,275,2011-02-28 11:58:00,2011-11-30 12:18:00,France,0,2277.66301369863,Potential Customers
12599,30,7,1032.58,147.51142857142855,275,2011-02-08 13:28:00,2011-11-10 13:34:00,France,0,777.9712328767123,Potential Customers
12600,29,10,2599.04,259.904,343,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,0,2442.3855342465754,Potential Customers
12601,190,5,577.06,115.412,143,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany,1,226.08104109589044,At Risk Customers
12602,59,1,153.12,153.12,0,2011-10-12 11:22:00,2011-10-12 11:22:00,France,0,0.0,Potential Customers
12603,22,1,739.2,739.2,0,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany,0,0.0,Potential Customers
12604,80,2,254.18,127.09,182,2011-03-23 12:06:00,2011-09-21 14:08:00,France,0,126.74180821917808,Potential Customers
12607,61,1,1579.51,1579.51,0,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,0,0.0,Potential Customers
12609,79,3,1126.85,375.6166666666666,240,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany,0,740.9424657534246,Potential Customers
12610,23,5,2099.54,419.908,104,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,0,598.2250958904109,Potential Customers
12611,53,1,1193.32,1193.32,0,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy,0,0.0,Potential Customers
12612,75,1,704.04,704.04,0,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany,0,0.0,Potential Customers
